CAR_ID,品牌系列,车型名称,厂商指导价(元),经销商报价,厂商,级别,能源类型,环保标准,上市时间,最大功率(kW),最大扭矩(N·m),变速箱,车身结构,发动机,长*宽*高(mm),官方0-100km/h加速(s),最高车速(km/h),WLTC综合油耗(L/100km),整车质保,整备质量(kg),最大满载质量(kg),官方0-50km/h加速(s),WLTC纯电续航里程(km),电池快充时间(小时),电池慢充时间(小时),电池快充电量范围(%),电池慢充电量范围(%),电动机(Ps),最低荷电状态油耗(L/100km)WLTC,电能当量燃料消耗量(L/100km),CLTC纯电续航里程(km),最低荷电状态油耗(L/100km),油电综合燃料消耗量(L/100km),NEDC综合油耗(L/100km),NEDC纯电续航里程(km),实测0-100km/h加速(s),实测100-0km/h制动(m),实测油耗(L/100km),实测续航里程(km),最低荷电状态油耗(L/100km)NEDC,实测快充时间(小时),实测最低荷电状态油耗(L/100km),实测平均电耗(kWh/100km),实测电池快充电量范围(%),准拖挂车总质量(kg),首任车主质保政策,最低荷电状态油耗(L/100km)CLTC,官方100-0km/h制动(m)
70200,奔驰GLC,奔驰GLC 2025款 GLC 260 L 4MATIC 动感型,42.78万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2024.11,150,320,9挡手自一体,5门5座SUV,2.0T 204马力 L4,4826*1890*1714,8.2,212,7.4,(标配)三年不限公里,2000,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
70197,奔驰GLC,奔驰GLC 2025款 GLC 260 L 4MATIC 豪华型,45.53万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2024.11,150,320,9挡手自一体,5门5座SUV,2.0T 204马力 L4,4826*1890*1714,8.2,212,7.4,(标配)三年不限公里,2000,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
72169,奔驰GLC,奔驰GLC 2025款 GLC 300 L 4MATIC 动感型 5座,47.93万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4826*1890*1714,6.5,223,7.6,(标配)三年不限公里,2005,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
72172,奔驰GLC,奔驰GLC 2025款 GLC 300 L 4MATIC 动感型 7座,48.53万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门7座SUV,2.0T 258马力 L4,4826*1890*1714,6.8,223,7.7,(标配)三年不限公里,2080,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,
70193,奔驰GLC,奔驰GLC 2025款 GLC 300 L 4MATIC 豪华型 5座,52.53万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4826*1890*1714,6.5,223,7.6,(标配)三年不限公里,2005,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
70199,奔驰GLC,奔驰GLC 2025款 GLC 300 L 4MATIC 豪华型 7座,53.13万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2024.11,190,400,9挡手自一体,5门7座SUV,2.0T 258马力 L4,4826*1890*1714,6.8,223,7.7,(标配)三年不限公里,2080,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,
70198,奔驰GLC,奔驰GLC 2025款 改款 GLC 260 L 4MATIC 动感型,42.78万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2025.03,150,320,9挡手自一体,5门5座SUV,2.0T 204马力 L4,4826*1890*1714,8.2,212,7.2,(标配)三年不限公里,2000,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
72170,奔驰GLC,奔驰GLC 2025款 改款 GLC 260 L 4MATIC 豪华型,45.53万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2025.03,150,320,9挡手自一体,5门5座SUV,2.0T 204马力 L4,4826*1890*1714,8.2,212,7.2,(标配)三年不限公里,2000,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
72168,奔驰GLC,奔驰GLC 2025款 改款 GLC 300 L 4MATIC 动感型 5座,47.93万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2025.03,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4826*1890*1714,6.5,223,7.4,(标配)三年不限公里,2005,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
72167,奔驰GLC,奔驰GLC 2025款 改款 GLC 300 L 4MATIC 动感型 7座,48.53万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2025.03,190,400,9挡手自一体,5门7座SUV,2.0T 258马力 L4,4826*1890*1714,6.8,223,7.5,(标配)三年不限公里,2080,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,
72171,奔驰GLC,奔驰GLC 2025款 改款 GLC 300 L 4MATIC 豪华型 5座,52.53万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2025.03,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4826*1890*1714,6.5,223,7.4,(标配)三年不限公里,2005,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,
70195,奔驰GLC,奔驰GLC 2025款 改款 GLC 300 L 4MATIC 豪华型 7座,53.13万,暂无报价,北京奔驰,中型SUV,汽油+48V轻混系统,国VI,2025.03,190,400,9挡手自一体,5门7座SUV,2.0T 258马力 L4,4826*1890*1714,6.8,223,7.5,(标配)三年不限公里,2080,2760,,,,,,,,,,,,,,,,,,,,,,,,,,,
71972,奔驰C级,奔驰C级 2025款 C 200 L 运动版,33.48万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2024.09,125,250,9挡手自一体,4门5座三厢车,1.5T 170马力 L4,4882*1820*1461,9.2,225,6.35,(标配)三年不限公里,1730,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,
71962,奔驰C级,奔驰C级 2025款 C 260 L,35.68万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2024.09,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.8,236,6.45,(标配)三年不限公里,1760,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,
69626,奔驰C级,奔驰C级 2025款 C 260 L 运动版,35.68万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2024.09,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.8,236,6.45,(标配)三年不限公里,1760,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,
71923,奔驰C级,奔驰C级 2025款 C 260 L 4MATIC 运动版,37.58万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2024.09,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.6,235,6.75,(标配)三年不限公里,1815,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,
69596,奔驰C级,奔驰C级 2025款 C 260 L 皓夜运动版,38.06万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2024.09,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.8,236,6.45,(标配)三年不限公里,1760,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,
69625,奔驰C级,奔驰C级 2025款 改款 C 200 L 运动版,33.48万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2025.02,125,250,9挡手自一体,4门5座三厢车,1.5T 170马力 L4,4882*1820*1461,9.2,225,6.1,(标配)三年不限公里,1730,2250,,,,,,,,,,,,,,,,,,,,,,,,,,,
69627,奔驰C级,奔驰C级 2025款 改款 C 260 L,35.68万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2025.02,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.8,236,6.2,(标配)三年不限公里,1760,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,
69628,奔驰C级,奔驰C级 2025款 改款 C 260 L 运动版,35.68万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2025.02,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.8,236,6.2,(标配)三年不限公里,1760,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,
71924,奔驰C级,奔驰C级 2025款 改款 C 260 L 4MATIC 运动版,37.58万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2025.02,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.6,235,6.5,(标配)三年不限公里,1815,2320,,,,,,,,,,,,,,,,,,,,,,,,,,,
71973,奔驰C级,奔驰C级 2025款 改款 C 260 L 皓夜运动版,38.06万,暂无报价,北京奔驰,中型车,汽油+48V轻混系统,国VI,2025.02,150,300,9挡手自一体,4门5座三厢车,1.5T 204马力 L4,4882*1820*1461,7.8,236,6.2,(标配)三年不限公里,1760,2260,,,,,,,,,,,,,,,,,,,,,,,,,,,
72315,奔驰GLE,奔驰GLE 2025款 GLE 350 4MATIC 动感型,69.98万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.10,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4927*2018*1797,7.3,218,9.1,(标配)三年不限公里,2230,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,
70263,奔驰GLE,奔驰GLE 2025款 GLE 350 4MATIC 时尚型,74.88万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.10,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4927*2018*1797,7.3,218,9.1,(标配)三年不限公里,2300,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,
70262,奔驰GLE,奔驰GLE 2025款 GLE 450 4MATIC 时尚型,83.98万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.10,270,500,9挡手自一体,5门5座SUV,2.5T 367马力 L6,4927*2018*1782,5.9,250,8.9,(标配)三年不限公里,2348,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,
72316,奔驰GLE,奔驰GLE 2025款 GLE 450 4MATIC 豪华型,88.28万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2024.10,270,500,9挡手自一体,5门5座SUV,2.5T 367马力 L6,4927*2018*1797,5.9,250,9.9,(标配)三年不限公里,2369,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,
72313,奔驰GLE,奔驰GLE 2025款 改款 GLE 350 4MATIC 动感型,69.98万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2025.03,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4927*2018*1797,7.3,218,8.5,(标配)三年不限公里,2230,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,
70264,奔驰GLE,奔驰GLE 2025款 改款 GLE 350 4MATIC 时尚型,74.88万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2025.03,190,400,9挡手自一体,5门5座SUV,2.0T 258马力 L4,4927*2018*1797,7.3,218,8.5,(标配)三年不限公里,2300,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,
72314,奔驰GLE,奔驰GLE 2025款 改款 GLE 450 4MATIC 时尚型,83.98万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2025.03,270,500,9挡手自一体,5门5座SUV,2.5T 367马力 L6,4927*2018*1782,5.9,250,8.9,(标配)三年不限公里,2348,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,
70265,奔驰GLE,奔驰GLE 2025款 改款 GLE 450 4MATIC 豪华型,88.28万,暂无报价,奔驰(进口),中大型SUV,汽油+48V轻混系统,国VI,2025.03,270,500,9挡手自一体,5门5座SUV,2.5T 367马力 L6,4927*2018*1797,5.9,250,9.9,(标配)三年不限公里,2369,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,
71821,奔驰S级,奔驰S级 2025款 S 400 L 商务型,96.26万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2025.02,230,450,9挡手自一体,4门5座三厢车,2.5T 313马力 L6,5290*1921*1503,5.9,250,7.7,(标配)三年不限公里,2065,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,
71819,奔驰S级,奔驰S级 2025款 S 400 L 豪华型,114.74万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2025.02,230,450,9挡手自一体,4门5座三厢车,2.5T 313马力 L6,5290*1921*1503,5.9,250,7.7,(标配)三年不限公里,2130,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,
71820,奔驰S级,奔驰S级 2025款 S 450 L 4MATIC,134.32万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2025.02,270,500,9挡手自一体,4门5座三厢车,2.5T 367马力 L6,5320*1921*1503,5.6,250,8.3,(标配)三年不限公里,2210,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,
71818,奔驰S级,奔驰S级 2025款 S 500 L 4MATIC 匠心高定版,204.26万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2025.02,330,520,9挡手自一体,4门5座三厢车,3.0T 448马力 L6,5320*1921*1503,5,250,8.4,(标配)三年不限公里,2230,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,
67448,奔驰S级,奔驰S级 2024款 改款 S 400 L 商务型,96.26万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2024.03,230,450,9挡手自一体,4门5座三厢车,2.5T 313马力 L6,5290*1921*1503,5.9,250,7.7,(标配)三年不限公里,2065,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,
67449,奔驰S级,奔驰S级 2024款 改款 S 400 L 豪华型,114.74万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2024.03,230,450,9挡手自一体,4门5座三厢车,2.5T 313马力 L6,5290*1921*1503,5.9,250,7.7,(标配)三年不限公里,2130,2795,,,,,,,,,,,,,,,,,,,,,,,,,,,
67450,奔驰S级,奔驰S级 2024款 改款 S 450 L 4MATIC,134.32万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2024.03,270,500,9挡手自一体,4门5座三厢车,2.5T 367马力 L6,5320*1921*1503,5.6,250,8.3,(标配)三年不限公里,2210,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,
67451,奔驰S级,奔驰S级 2024款 改款 S 500 L 4MATIC 匠心高定版,204.26万,暂无报价,奔驰(进口),大型车,汽油+48V轻混系统,国VI,2024.03,330,560,9挡手自一体,4门5座三厢车,3.0T 449马力 L6,5320*1921*1503,5,250,8.4,(标配)三年不限公里,2230,2820,,,,,,,,,,,,,,,,,,,,,,,,,,,
70558,迈巴赫S级,迈巴赫S级 2025款 改款 S 480 4MATIC,146.80万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,2025.03,280,500,9挡手自一体,4门5座三厢车,3.0T 380马力 L6,5470*1921*1510,5.6,250,8.5,(标配)三年不限公里,2270,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,
67444,迈巴赫S级,迈巴赫S级 2025款 S 480 4MATIC,146.80万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,,280,500,9挡手自一体,4门5座三厢车,3.0T 380马力 L6,5470*1921*1510,5.6,250,8.5,(标配)三年不限公里,2270,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,
70557,迈巴赫S级,迈巴赫S级 2025款 改款 S 580 4MATIC,249.60万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,2025.03,370,700,9挡手自一体,4门4座三厢车,4.0T 503马力 V8,5470*1921*1510,4.9,250,10,(标配)三年不限公里,2320,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,
68040,迈巴赫S级,迈巴赫S级 2025款 S 580 4MATIC,249.60万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,,370,700,9挡手自一体,4门4座三厢车,4.0T 503马力 V8,5470*1921*1510,4.9,250,10,(标配)三年不限公里,2320,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,
72308,迈巴赫S级,迈巴赫S级 2025款 改款 S 680 4MATIC,332.70万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,2025.03,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.6,250,13.2,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
72306,迈巴赫S级,迈巴赫S级 2025款 改款 S 680 4MATIC 极夜版,364.30万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,2025.03,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.6,250,13.2,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
68041,迈巴赫S级,迈巴赫S级 2025款 S 680 4MATIC,332.70万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.7,250,13.2,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
61337,迈巴赫S级,迈巴赫S级 2025款 S 680 4MATIC 极夜版,364.30万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.7,250,13.2,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
67446,迈巴赫S级,迈巴赫S级 2024款 改款 S 480 4MATIC,146.80万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,2024.03,280,500,9挡手自一体,4门5座三厢车,3.0T 380马力 L6,5470*1921*1510,5.6,250,8.5,(标配)三年不限公里,2270,2840,,,,,,,,,,,,,,,,,,,,,,,,,,,
70555,迈巴赫S级,迈巴赫S级 2024款 S 580 4MATIC,248.90万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,2024.03,370,700,9挡手自一体,4门4座三厢车,4.0T 503马力 V8,5470*1921*1510,4.9,250,10,(标配)三年不限公里,2320,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,
72307,迈巴赫S级,迈巴赫S级 2024款 S 580 4MATIC 极夜版,287.30万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油+48V轻混系统,国VI,2024.04,370,700,9挡手自一体,4门4座三厢车,4.0T 503马力 V8,5470*1921*1510,4.9,250,10,(标配)三年不限公里,2320,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,
70556,迈巴赫S级,迈巴赫S级 2024款 S 680 4MATIC,332.00万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,2024.03,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.7,250,13.5,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
54579,迈巴赫S级,迈巴赫S级 2024款 S 680 4MATIC 极夜版,364.10万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,2024.04,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.7,250,13.5,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
67445,迈巴赫S级,迈巴赫S级 2023款 S 680 4MATIC 匠心高定首发版双色,375.80万,暂无报价,梅赛德斯-迈巴赫,大型车,汽油,国VI,2023.01,450,900,9挡手自一体,4门4座三厢车,6.0T 612马力 V12,5470*1921*1510,4.7,250,13.5,(标配)三年不限公里,2350,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
