CAR_ID,品牌系列,外观颜色,内饰颜色
70193,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/烈焰红色,黑色/赭石棕色,赭石棕色"
70199,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/烈焰红色,黑色/赭石棕色,赭石棕色"
70198,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/赭石棕色,赭石棕色"
72170,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/烈焰红色,黑色/赭石棕色,赭石棕色"
72168,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/烈焰红色,黑色/赭石棕色,赭石棕色"
72167,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/赭石棕色,赭石棕色"
72171,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/烈焰红色,黑色/赭石棕色,赭石棕色"
70195,奔驰GLC,"曜岩黑,北极白,红宝石黑色,松石绿色,石墨灰,时空银,贝母白,海夜蓝,绿砾石银","黑色,黑色/赭石棕色,赭石棕色"
71972,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,贝母白,海夜蓝","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
71962,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,贝母白,海夜蓝","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
69626,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,贝母白,海夜蓝","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
71923,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,贝母白,海夜蓝","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
69596,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,贝母白,海夜蓝","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
69625,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,海夜蓝,绿砾石银","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
69627,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,海夜蓝,绿砾石银","黑色,黑色/玛奇朵米色,黑色/赭石棕色,黑色/钛金灰色"
69628,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,海夜蓝,绿砾石银","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
71924,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,海夜蓝,绿砾石银","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
71973,奔驰C级,"曜岩黑,北极白,松石绿色,石墨灰,时空银,熔岩红,海夜蓝,绿砾石银","黑色,黑色/玛奇朵米色,黑色/烈焰红色,黑色/赭石棕色,黑色/钛金灰色"
72315,奔驰GLE,"曜岩黑,北极白,祖母石绿,锆石英红色,月光石灰,时空银,贝母白,远峰灰,钠石蓝","黑色,玛奇朵米色/黑色,黑色/可可棕色"
70263,奔驰GLE,"曜岩黑,北极白,祖母石绿,锆石英红色,月光石灰,时空银,贝母白,远峰灰,钠石蓝","黑色,玛奇朵米色/黑色,黑色/可可棕色"
70262,奔驰GLE,"曜岩黑,北极白,祖母石绿,锆石英红色,月光石灰,时空银,蔚蓝海岸浅蓝,贝母白,远峰灰,钠石蓝,矽谷灰","黑色,玛奇朵米色/黑色,黑色/可可棕色,驼绒米色/黑色"
72316,奔驰GLE,"曜岩黑,北极白,祖母石绿,锆石英红色,月光石灰,时空银,蔚蓝海岸浅蓝,贝母白,远峰灰,钠石蓝,矽谷灰","黑色,玛奇朵米色/黑色,黑色/可可棕色,驼绒米色/黑色"
72313,奔驰GLE,"曜岩黑,北极白,月光石灰,神秘蓝,时空银,蔚蓝海岸浅蓝,贝母白,远峰灰,钠石蓝,矽谷灰,冰薄绿","黑色,玛奇朵米色/黑色,黑色/可可棕色"
70264,奔驰GLE,"曜岩黑,北极白,月光石灰,神秘蓝,时空银,蔚蓝海岸浅蓝,贝母白,远峰灰,钠石蓝,矽谷灰,冰薄绿","黑色,玛奇朵米色/黑色,黑色/可可棕色"
72314,奔驰GLE,"曜岩黑,北极白,月光石灰,神秘蓝,时空银,蔚蓝海岸浅蓝,贝母白,远峰灰,钠石蓝,矽谷灰,冰薄绿","黑色,玛奇朵米色/黑色,黑色/可可棕色,驼绒米色/黑色"
70265,奔驰GLE,"曜岩黑,北极白,月光石灰,神秘蓝,时空银,蔚蓝海岸浅蓝,贝母白,远峰灰,钠石蓝,矽谷灰,冰薄绿","黑色,黑色/栗棕色,玛奇朵米色/黑色,游艇蓝色/黑色,黑色/可可棕色,驼绒米色/黑色,黑色/炽热红色"
71821,奔驰S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,海岳蓝,贝母白","黑色,玛奇朵米色/岩浆灰色,黑色/赭石棕色"
71819,奔驰S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,海岳蓝,贝母白","黑色,玛奇朵米色/岩浆灰色,黑色/赭石棕色"
71820,奔驰S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,海岳蓝,贝母白","黑色,玛奇朵米色/岩浆灰色,黑色/赭石棕色"
71818,奔驰S级,"碧玺红,神秘蓝,石墨色,瓷器蓝,云漠金,哑光夜晚黑,哑光云漠金,矽谷灰,橄榄绿","深白色/黑色,游艇蓝色/黑色,松露棕色/黑色"
67448,奔驰S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,皓沙银,时空银,玛瑙黑,海岳蓝,贝母白","黑色,玛奇朵米色/岩浆灰色,黑色/赭石棕色"
67449,奔驰S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,皓沙银,时空银,玛瑙黑,海岳蓝,贝母白","黑色,玛奇朵米色/岩浆灰色,黑色/赭石棕色"
67450,奔驰S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,皓沙银,时空银,玛瑙黑,海岳蓝,贝母白","黑色,玛奇朵米色/岩浆灰色,黑色/赭石棕色"
67451,奔驰S级,"神秘蓝,石墨色,瓷器蓝,哑光夜晚黑,哑光云漠金,矽谷灰,橄榄绿","深白色/黑色,游艇蓝色/黑色,松露棕色/黑色"
70558,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,熔岩红,海岳蓝,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆,碧玺红色金属漆,云漠金色金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色"
67444,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,熔岩红,海岳蓝,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆,碧玺红色金属漆,云漠金色金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色"
70557,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,熔岩红,海岳蓝,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆,碧玺红色金属漆,云漠金色金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,珠光琥珀棕/玛奇朵米,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色,黑色/渲墨灰"
68040,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,熔岩红,海岳蓝,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆,碧玺红色金属漆,云漠金色金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,珠光琥珀棕/玛奇朵米,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色,黑色/渲墨灰"
72308,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,熔岩红,海岳蓝,海岳蓝/时空银,月光石灰/曜岩黑,贝母白,云漠金/曜岩黑,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆,天鹅绒棕/曜岩黑,碧玺红色金属漆,云漠金色金属漆","黑色,黑色/赭石棕,珠光琥珀棕/玛奇朵米,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色,黑色/渲墨灰"
72306,迈巴赫S级,"曜岩黑,石墨灰,贝母白,哑光石英白,哑光夜晚黑色,贝母白/曜岩黑,曜岩黑/皓沙银","黑色/深白色,黑色/游艇蓝色,黑色/松露棕色,珠光黑"
68041,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,石墨灰,时空银,熔岩红,海岳蓝,海岳蓝/时空银,月光石灰/曜岩黑,贝母白,云漠金/曜岩黑,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆,天鹅绒棕/曜岩黑,碧玺红色金属漆,云漠金色金属漆","黑色,黑色/赭石棕,珠光琥珀棕/玛奇朵米,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色,黑色/渲墨灰"
61337,迈巴赫S级,"曜岩黑,石墨灰,贝母白,哑光石英白,哑光夜晚黑色,贝母白/曜岩黑,曜岩黑/皓沙银","黑色/深白色,黑色/游艇蓝色,黑色/松露棕色,珠光黑"
67446,迈巴赫S级,"曜岩黑,祖母石绿,月光石灰,皓沙银,玛瑙黑,石墨灰,时空银,熔岩红,海岳蓝,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,珠光琥珀棕/玛奇朵米,黑色/渲墨灰"
70555,迈巴赫S级,"曜岩黑,钻石白,祖母石绿,月光石灰,皓沙银,玛瑙黑,石墨灰,时空银,熔岩红,海岳蓝,云漠金,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,珠光琥珀棕/玛奇朵米,黑色/松露棕色,黑色/渲墨灰"
72307,迈巴赫S级,"曜岩黑,贝母白,哑光石英白,哑光夜晚黑色","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,珠光琥珀棕/玛奇朵米,黑色/渲墨灰"
70556,迈巴赫S级,"曜岩黑,钻石白,祖母石绿,月光石灰,皓沙银,玛瑙黑,石墨灰,时空银,熔岩红,海岳蓝,云漠金,海岳蓝/时空银,云漠金/碧玺红,云漠金/玛瑙黑,月光石灰/曜岩黑,贝母白,哑光夜晚黑色,哑光云漠金,神秘蓝色金属漆,石墨色金属漆,矽谷灰色纯色漆,橄榄绿色金属漆,瓷器蓝色非金属漆","黑色,黑色/赭石棕,岩浆灰/玛奇朵米,珠光琥珀棕/玛奇朵米,黑色/渲墨灰"
54579,迈巴赫S级,"贝母白,哑光石英白,玛瑙黑/皓沙银,哑光夜晚黑色","黑色,黑色/赭石棕,珠光琥珀棕/玛奇朵米,黑色/渲墨灰"
67445,迈巴赫S级,"碧玺红/曜岩黑,海岳蓝/时空银,云漠金/碧玺红,云漠金/玛瑙黑,月光石灰/曜岩黑","黑色,黑色/深白色,黑色/游艇蓝色,黑色/松露棕色"
72305,迈巴赫S级,"玄黑,月白,霁青,栾华","黑色/深白色,黑色/游艇蓝色,黑色/松露棕色"
72410,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/可可棕"
72409,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/可可棕"
68210,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕"
68208,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕"
68209,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕"
68970,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/棕色"
72408,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/棕色"
68207,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/棕色"
68206,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/棕色"
68996,奔驰GLB,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/棕色"
69208,奔驰A级,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/鼠尾草灰"
69239,奔驰A级,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/可可棕"
65886,奔驰GLS,"曜岩黑,北极白,祖母石绿,月光石灰,时空银,贝母白,远峰灰,钠石蓝","黑色,玛奇朵米色/黑色,黑色/可可棕色"
65918,奔驰GLS,"曜岩黑,钻石白,北极白,祖母石绿,月光石灰,时空银,远峰灰,钠石蓝","黑色,玛奇朵米色/黑色,黑色/可可棕色"
70560,奔驰GLS,"曜岩黑,钻石白,北极白,祖母石绿,月光石灰,时空银,远峰灰,钠石蓝","黑色,玛奇朵米色/黑色,黑色/可可棕色,驼绒米色/黑色"
65978,奔驰G级,"曜岩黑,宝石蓝,铱银色,靛蓝灰,磁铁黑,南海蓝,北极白,祖母石绿,锆石英红色,月光石灰,碧玺红,皓沙银,炽夏黄,旷漠沙色,深空蓝,海蓝,石墨色,砂岩米,瓷器蓝,哑光锆石英红,深绿色,经典灰,哑光夜晚黑,哑光铂金灰,哑光蒙扎灰,哑光原野棕,哑光水晶棕,哑光云雾灰,哑光石英白,贝母白,哑光古铜橙色,哑光云漠金,钠石蓝,橄榄绿,哑光橄榄绿,哑光宝石蓝","黑色,黑色/咖啡棕色,黑色/孟加拉红色,黑色/马鞍棕色,玛奇朵米色/黑色,铂金白/黑色,松露棕色/黑色,黑色/珠光钛灰,驼绒米色/黑色,黑色/鼠尾草灰色,黑色/驼绒米色,黑色/炽热红色,黑色/铂金白色"
65977,奔驰G级,"曜岩黑,宝石蓝,铱银色,靛蓝灰,水硅矾钙石蓝,磁铁黑,南海蓝,北极白,祖母石绿,锆石英红色,月光石灰,皓沙银,橄榄色,旷漠沙色,神秘蓝,深空蓝,松林绿,海蓝,石墨色,砂岩米,瓷器蓝,哑光锆石英红,深绿色,经典灰,哑光夜晚黑,哑光铂金灰,哑光蒙扎灰,哑光原野棕,哑光水晶棕,哑光云雾灰,哑光石英白,贝母白,哑光古铜橙色,哑光云漠金","黑色,黑色/咖啡棕色,黑色/马鞍棕色,铂金白/黑色,游艇蓝色/黑色,黑色/珠光钛灰"
66721,奔驰G级,"曜岩黑,宝石蓝,铱银色,靛蓝灰,水硅矾钙石蓝,磁铁黑,南海蓝,北极白,祖母石绿,锆石英红色,月光石灰,皓沙银,橄榄色,旷漠沙色,神秘蓝,深空蓝,松林绿,海蓝,石墨色,砂岩米,瓷器蓝,哑光锆石英红,深绿色,经典灰,哑光夜晚黑,哑光铂金灰,哑光蒙扎灰,哑光原野棕,哑光水晶棕,哑光云雾灰,哑光石英白,贝母白,哑光古铜橙色,哑光云漠金,哑光宝石蓝","黑色,黑色/咖啡棕色,黑色/马鞍棕色,黑色/经典红,玛奇朵米色/黑色,铂金白/黑色,游艇蓝色/黑色,黑色/珠光钛灰"
66524,奔驰G级,"曜岩黑,哑光石英白,哑光橄榄绿","黑色/咖啡棕色,铂金白/黑色,黑色/珠光钛灰"
67435,奔驰G级,哑光黑/哑光慕云粉,黑色
67805,奔驰V级,"曜石黑,水晶白,石墨灰,钠石蓝,时空银","黑色/米色,黑色,米色"
69449,奔驰V级,"曜石黑,水晶白,石墨灰,钠石蓝,时空银","黑色/米色,黑色,米色,马龙棕"
67807,奔驰V级,"曜石黑,水晶白,石墨灰,钠石蓝,时空银","黑色/米色,黑色,米色,马龙棕"
67806,奔驰V级,"曜石黑,水晶白,石墨灰,钠石蓝,时空银","黑色/米色,黑色,米色,马龙棕"
68065,奔驰G级AMG,"曜岩黑,宝石蓝,靛蓝灰,铱银,磁铁黑,北极白,南海蓝,祖母石绿,哑光铂金灰,月光石灰色,锆石英红,哑光夜晚黑,碧玺红,皓沙银,哑光水晶棕,哑光宝石蓝,瓷器蓝,石墨色,深空蓝,炽夏黄,哑光蒙扎灰,海蓝,哑光原野棕,钠石蓝,贝母白,哑光古铜橙,橄榄绿,哑光云漠金,哑光石英白,哑光魔焰绿,经典灰色,旷漠沙色,深绿色,砂岩米,哑光橄榄绿,哑光云雾灰,哑光极空蓝,哑光锆石英红","黑色,黑色/孟加拉红色,黑色/咖啡棕色,黑色/马鞍棕色,黑/松露棕色,黑色/玛奇朵米,黑/铂金白,黑色/炽热红色,黑色/珠光钛灰色,黑色/鼠尾草灰色,黑色/驼绒米色"
67436,奔驰G级AMG,哑光夜晚黑,黑色
63735,奔驰G级AMG,"曜岩黑,宝石蓝,靛蓝灰,神秘白,铱银,水硅矾钙石蓝,磁铁黑,北极白,祖母石绿,哑光铂金灰,月光石灰色,神秘蓝,铂金黑,神秘棕,魔焰绿,锆石英红,哑光夜晚黑,哑光月光石灰色,哑光石墨灰,碧玺红,皓沙银,橄榄色,哑光水晶棕,瓷器蓝,石墨色,深空蓝,哑光蒙扎灰,游艇蓝,哑光靛蓝灰,经典灰,墨绿色,摩卡黑,贝母白,哑光古铜橙","黑色,黑色/经典红色,黑色/咖啡棕色,黑色/马鞍棕色,黑/松露棕色,黑色/玛奇朵米,黑/游艇蓝,黑/铂金白,黑色/炽热红色,黑色/珠光钛灰色,黑色/柠檬绿,棕色/玛奇朵米色"
72405,奔驰GLA,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/可可棕,黑色/鼠尾草灰"
72406,奔驰GLA,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕,黑色/鼠尾草灰"
69235,奔驰GLA,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕,黑色/鼠尾草灰"
72407,奔驰GLA,"曜岩黑,北极白,山灰色,时空银,熔岩红,海夜蓝","黑色,黑色/可可棕,黑色/鼠尾草灰"
69237,奔驰GLA,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕,黑色/鼠尾草灰"
69236,奔驰GLA,"曜岩黑,北极白,山灰色,时空银,熔岩红,哑光山灰色,海夜蓝","黑色,黑色/可可棕,黑色/鼠尾草灰"
67809,威霆,"曜石黑,皓雪白,时空银","黑色/米色,黑色"
67810,威霆,"曜石黑,皓雪白,时空银","黑色/米色,黑色"
67808,威霆,"曜石黑,皓雪白,时空银","黑色/米色,黑色"
67813,威霆,"曜石黑,皓雪白,时空银","黑色/米色,黑色"
67811,威霆,"曜石黑,皓雪白,时空银","黑色/米色,黑色"
67812,威霆,"曜石黑,皓雪白,时空银","黑色/米色,黑色"
70926,迈巴赫GLS,"曜岩黑,祖母石绿,月光石灰,锆石英红,碧玺红/曜岩黑,云漠金/曜岩黑,皓沙银/祖母石绿,北极白,时空银,海岳蓝/时空银,贝母白,钠石蓝,远峰灰,曜岩黑/时空银,蔚蓝海岸浅蓝,矽谷灰","黑色,栗棕色/黑色,红木棕/玛奇朵米,黑色/游艇蓝色,黑色/丹霞红"
66811,迈巴赫GLS,"曜岩黑,祖母石绿,月光石灰,锆石英红,碧玺红/曜岩黑,云漠金/曜岩黑,皓沙银/祖母石绿,北极白,时空银,海岳蓝/时空银,贝母白,钠石蓝,远峰灰,曜岩黑/时空银,蔚蓝海岸浅蓝,矽谷灰","黑色,栗棕色/黑色,红木棕/玛奇朵米,水晶白/珠光银灰,黑色/游艇蓝色,黑色/丹霞红"
70927,迈巴赫GLS,"曜岩黑,皓沙银/曜岩黑","珠光黑,珠光黑/水晶白"
62314,迈巴赫GLS,"曜岩黑,祖母石绿,月光石灰,锆石英红,碧玺红/曜岩黑,云漠金/曜岩黑,皓沙银/祖母石绿,北极白,时空银,海岳蓝/时空银,贝母白,钠石蓝,远峰灰,曜岩黑/时空银","黑色,红木棕/玛奇朵米"
63209,迈巴赫GLS,"曜岩黑,祖母石绿,月光石灰,锆石英红,碧玺红/曜岩黑,云漠金/曜岩黑,皓沙银/祖母石绿,北极白,时空银,海岳蓝/时空银,贝母白,钠石蓝,远峰灰,曜岩黑/时空银","黑色,红木棕/玛奇朵米,水晶白/珠光银灰"
70925,迈巴赫GLS,"曜岩黑,皓沙银/曜岩黑",珠光黑
69085,奔驰CLA(进口),"宇宙黑,夜晚黑,山灰色,北极白,熔岩红,时空银,海夜蓝,极空蓝",黑色
68971,奔驰CLA(进口),"宇宙黑,夜晚黑,山灰色,北极白,熔岩红,时空银,海夜蓝,极空蓝","黑色,黑色/可可棕色"
72341,奔驰CLA(进口),"宇宙黑,夜晚黑,山灰色,北极白,熔岩红,时空银,海夜蓝,极空蓝","黑色,黑色/可可棕色"
69086,奔驰CLA(进口),"宇宙黑,山灰色,北极白,熔岩红,时空银,海夜蓝,极空蓝,哑光山灰",黑色
72342,奔驰CLA(进口),"宇宙黑,夜晚黑,山灰色,北极白,次元白,熔岩红,海夜蓝,极空蓝","黑色,黑色/可可棕色"
72343,奔驰CLA(进口),"宇宙黑,山灰色,北极白,熔岩红,时空银,海夜蓝,极空蓝,哑光山灰",黑色
69088,奔驰CLA(进口),"宇宙黑,山灰色,北极白,次元白,水洗蓝,熔岩红,海夜蓝,极空蓝",黑色
